,age,job,marital,education,balance,contact,day,month,duration,campaign,previous,poutcome,housing_new,loan_new,y
21870,53,9,1,1,1357,0,20,1,123,2,0,3,1,0,0
21871,34,9,1,2,2069,0,20,1,328,2,0,3,0,0,0
21872,56,0,1,1,374,0,20,1,193,4,0,3,0,0,0
21873,41,9,0,1,75,0,20,1,351,2,0,3,0,0,0
21874,38,4,1,1,124,0,20,1,202,2,0,3,0,0,0
21875,33,4,2,2,47,0,20,1,203,4,0,3,0,0,0
21876,44,6,1,2,1196,0,20,1,552,5,0,3,0,0,1
21877,51,10,1,1,107,0,20,1,79,4,0,3,0,0,0
21878,43,2,1,1,469,0,20,1,89,2,0,3,0,1,0
21879,32,7,1,1,11,0,20,1,322,2,0,3,0,0,0
21880,38,9,1,1,565,0,20,1,93,2,0,3,0,0,0
21881,54,1,1,0,2584,0,20,1,387,7,0,3,0,0,0
21882,32,4,1,1,0,0,20,1,162,4,0,3,0,0,0
21883,30,4,2,1,46,0,20,1,93,4,0,3,0,0,0
21884,42,9,0,1,19,0,20,1,875,4,0,3,0,0,1
21885,48,0,1,1,0,0,20,1,108,4,0,3,0,0,0
21886,30,4,1,2,1390,0,20,1,552,4,0,3,0,0,0
21887,38,9,1,1,79,0,20,1,209,2,0,3,1,0,0
21888,34,4,1,2,0,0,20,1,263,2,0,3,0,0,0
21889,30,7,1,1,114,0,20,1,185,4,0,3,0,0,0
21890,38,4,2,2,38,0,20,1,105,2,0,3,0,0,0
21891,33,9,1,2,56,0,20,1,75,2,0,3,0,0,0
21892,38,9,1,2,536,0,20,1,360,4,0,3,0,0,0
21893,34,9,1,1,1194,0,20,1,219,2,0,3,0,1,0
21894,39,4,1,2,5060,0,20,1,157,4,0,3,1,0,0
21895,33,9,1,1,0,0,20,1,113,4,0,3,0,0,0
21896,34,9,1,2,100,0,20,1,196,2,0,3,0,0,0
21897,40,4,1,1,569,0,20,1,129,2,0,3,0,0,0
21898,33,9,2,1,541,0,20,1,118,2,0,3,0,1,0
21899,42,2,1,0,149,0,20,1,94,2,0,3,0,0,0
21900,47,7,1,0,0,0,20,1,138,4,0,3,1,1,0
21901,56,5,1,0,681,0,20,1,204,4,0,3,0,0,0
21902,34,4,1,2,881,0,20,1,112,2,0,3,0,0,0
21903,55,1,1,1,1218,0,20,1,107,2,0,3,0,0,0
21904,55,0,1,1,128,0,20,1,359,2,0,3,0,0,0
21905,34,9,2,1,112,0,20,1,123,2,0,3,0,0,0
21906,50,9,1,1,-584,0,20,1,75,2,0,3,0,0,0
21907,41,9,1,1,248,0,20,1,156,2,0,3,0,0,0
21908,39,9,2,1,0,0,20,1,332,4,0,3,0,0,0
21909,33,4,2,2,432,1,20,1,588,6,0,3,0,0,1
21910,34,3,1,0,4,0,20,1,55,4,0,3,0,0,0
21911,56,1,1,1,300,0,20,1,184,3,0,3,0,0,0
21912,32,9,2,1,68,0,20,1,237,4,0,3,0,1,0
21913,44,4,1,2,0,0,20,1,122,2,0,3,0,0,0
21914,32,9,2,1,-22,0,20,1,215,2,0,3,1,0,0
21915,37,9,1,1,-318,0,20,1,25,20,0,3,0,0,0
21916,39,7,1,2,35,0,20,1,211,3,0,3,0,0,0
21917,45,4,1,2,0,0,20,1,71,2,0,3,0,0,0
21918,46,9,1,1,78,0,20,1,172,2,0,3,0,0,0
21919,36,9,1,1,3,0,20,1,100,4,0,3,0,0,0
21920,32,4,1,2,169,0,20,1,119,2,0,3,0,1,0
21921,53,1,1,0,-39,0,20,1,87,2,0,3,1,0,0
21922,34,9,1,1,1553,0,20,1,200,2,0,3,0,0,0
21923,51,1,1,1,51,0,20,1,214,8,0,3,0,1,0
21924,31,4,1,2,792,0,20,1,763,14,0,3,0,0,1
21925,45,4,0,2,-96,0,20,1,95,2,0,3,0,1,0
21926,31,4,1,2,69,0,20,1,195,2,0,3,0,0,0
21927,32,9,1,1,20,0,20,1,210,2,0,3,0,0,0
21928,42,4,1,2,251,0,20,1,413,2,0,3,0,0,0
21929,47,3,1,1,0,0,20,1,97,3,0,3,0,0,0
21930,43,4,1,2,2,0,20,1,472,2,0,3,0,1,0
21931,37,4,0,1,414,0,20,1,352,4,0,3,0,0,0
21932,41,9,1,1,-4,0,20,1,171,6,0,3,0,0,0
21933,32,9,1,2,587,0,20,1,212,4,0,3,0,0,0
21934,32,9,2,2,0,0,20,1,72,4,0,3,0,0,0
21935,35,9,1,1,1144,0,20,1,197,13,0,3,0,0,0
21936,46,1,1,1,15,0,20,1,76,3,0,3,1,1,0
21937,32,9,1,1,687,0,20,1,161,4,0,3,0,0,0
21938,42,6,1,2,83,0,20,1,140,4,0,3,1,0,0
21939,46,7,1,1,417,0,20,1,81,2,0,3,0,0,0
21940,51,0,1,0,173,0,20,1,65,2,0,3,0,0,0
21941,51,9,1,1,337,0,20,1,687,4,0,3,1,0,0
21942,56,7,1,1,9,0,20,1,285,2,0,3,0,1,0
21943,45,0,1,1,638,0,20,1,75,9,0,3,1,0,0
21944,37,9,2,1,228,0,20,1,1740,2,0,3,1,0,0
21945,49,9,1,1,51,0,20,1,513,4,0,3,0,0,0
21946,41,9,2,1,143,0,20,1,744,7,0,3,0,0,0
21947,50,1,1,0,-219,0,20,1,177,2,0,3,0,1,0
21948,36,4,1,2,356,0,20,1,184,6,0,3,0,0,0
21949,51,9,1,1,-153,0,20,1,62,4,0,3,0,0,0
21950,33,0,2,1,344,0,20,1,103,4,0,3,1,0,0
21951,32,4,1,2,1014,0,20,1,194,6,0,3,0,0,0
21952,32,4,1,2,138,0,20,1,94,4,0,3,0,0,0
21953,31,4,1,2,22546,0,20,1,88,4,0,3,1,0,0
21954,31,4,1,2,156,0,20,1,77,2,0,3,0,0,0
21955,39,3,1,1,-146,0,20,1,239,2,0,3,1,1,0
21956,39,4,1,2,224,0,20,1,414,2,0,3,0,0,0
21957,42,3,1,0,145,0,20,1,252,2,0,3,0,0,0
21958,48,7,1,1,109,0,20,1,113,4,0,3,0,1,0
21959,43,4,1,2,715,0,20,1,88,4,0,3,0,0,0
21960,47,9,1,1,275,0,20,1,447,4,0,3,0,0,0
21961,39,9,1,1,49,0,20,1,379,4,0,3,1,0,0
21962,36,9,2,1,1044,0,20,1,15,19,0,3,1,0,0
21963,50,4,1,1,2130,0,20,1,203,4,0,3,0,0,0
21964,38,4,1,2,3440,0,20,1,471,10,0,3,0,0,0
21965,39,9,0,1,507,0,20,1,173,4,0,3,0,0,0
21966,35,9,1,1,179,0,20,1,82,2,0,3,0,1,0
21967,39,9,1,2,93,0,20,1,162,2,0,3,0,0,0
21968,46,1,1,0,620,0,20,1,174,2,0,3,1,0,0
21969,44,9,1,1,7649,0,20,1,188,6,0,3,0,0,0
21970,53,9,1,2,988,0,20,1,1408,5,0,3,0,0,1
21971,50,2,0,2,101,0,20,1,132,2,0,3,0,0,0
21972,60,5,1,1,208,0,20,1,70,4,0,3,0,0,0
21973,51,1,1,1,397,0,20,1,293,2,0,3,1,0,0
21974,31,9,1,1,0,0,20,1,102,2,0,3,0,0,0
21975,49,3,1,1,3,0,20,1,118,2,0,3,0,0,0
21976,50,1,1,0,238,0,20,1,584,2,0,3,0,0,0
21977,32,9,2,1,116,0,20,1,718,2,0,3,1,0,1
21978,37,4,2,2,361,0,20,1,174,2,0,3,0,0,0
21979,40,9,2,1,2244,0,20,1,58,2,0,3,0,1,0
21980,50,0,1,1,242,0,20,1,69,4,0,3,1,0,0
21981,46,7,1,1,130,0,20,1,95,2,0,3,0,0,0
21982,55,0,1,1,51,0,20,1,94,2,0,3,0,0,0
21983,60,0,1,2,1614,0,20,1,921,6,0,3,0,0,1
21984,30,4,1,2,294,0,20,1,605,4,0,3,0,0,0
21985,35,4,1,2,24,0,20,1,174,2,0,3,1,0,0
21986,35,9,2,1,0,0,20,1,111,2,0,3,0,0,0
21987,36,9,1,2,0,0,20,1,245,1,0,3,0,0,0
21988,47,7,1,1,439,0,20,1,156,12,0,3,1,0,0
21989,37,4,1,2,16,0,20,1,280,1,0,3,0,0,0
21990,46,4,1,2,110,0,20,1,243,5,0,3,1,1,0
21991,32,4,1,2,7743,0,20,1,358,3,0,3,0,0,0
21992,48,4,2,1,-18,0,20,1,430,4,0,3,1,0,0
21993,30,9,0,1,2403,0,20,1,132,2,0,3,0,0,0
21994,49,4,1,2,1912,0,20,1,380,4,0,3,1,0,0
21995,39,9,1,1,0,0,20,1,327,3,0,3,0,0,0
21996,33,9,2,1,163,0,20,1,627,2,0,3,1,0,1
21997,47,7,1,1,665,0,20,1,251,3,0,3,1,0,0
21998,44,4,1,2,5004,0,20,1,175,2,0,3,0,0,0
21999,46,1,1,1,3547,0,20,1,395,6,0,3,0,0,0
22000,36,9,1,1,196,0,20,1,687,2,0,3,1,0,0
22001,43,9,1,1,481,0,20,1,196,2,0,3,0,0,0
22002,30,9,2,1,790,0,20,1,696,3,0,3,0,0,0
22003,37,4,2,2,198,0,20,1,304,5,0,3,0,0,0
22004,33,4,0,1,106,0,20,1,175,3,0,3,0,0,0
22005,31,9,2,1,159,0,20,1,129,1,0,3,0,0,0
22006,41,3,1,1,304,0,20,1,132,1,0,3,0,0,0
22007,33,4,2,2,0,0,20,1,291,1,0,3,0,0,0
22008,47,7,1,1,1717,0,20,1,216,9,0,3,0,0,0
22009,47,9,1,1,52,0,20,1,881,4,0,3,0,0,0
22010,49,0,1,1,2465,0,20,1,157,3,0,3,0,0,0
22011,32,9,2,1,0,0,20,1,92,4,0,3,0,0,0
22012,32,4,1,1,375,0,20,1,135,3,0,3,0,0,0
22013,57,3,1,0,0,0,20,1,252,3,0,3,0,0,0
22014,48,1,1,1,1143,0,20,1,93,3,0,3,1,0,0
22015,54,11,1,3,390,0,20,1,68,5,0,3,0,0,0
22016,44,3,1,0,0,0,20,1,174,5,0,3,0,0,0
22017,39,4,1,2,208,0,20,1,170,4,0,3,0,0,0
22018,44,4,1,2,70,0,20,1,165,3,0,3,0,0,0
22019,44,4,1,2,0,0,20,1,141,3,0,3,1,0,0
22020,35,2,0,1,80,0,20,1,67,5,0,3,0,0,0
22021,51,4,1,2,7631,0,20,1,896,8,0,3,0,0,0
22022,37,9,1,2,247,0,20,1,625,6,0,3,0,0,1
22023,31,4,2,2,2085,0,20,1,147,4,0,3,1,0,0
22024,59,5,1,0,2568,0,20,1,63,5,0,3,0,0,0
22025,52,1,1,0,584,0,20,1,76,18,0,3,1,0,0
22026,38,9,2,2,221,0,20,1,79,3,0,3,0,0,0
22027,40,4,1,2,526,0,20,1,113,4,0,3,1,0,0
22028,42,3,1,0,2328,0,20,1,133,2,0,3,0,0,0
22029,32,9,2,1,432,0,20,1,559,3,0,3,0,0,0
22030,54,6,1,2,0,0,20,1,83,5,0,3,1,0,0
22031,32,4,1,2,396,0,20,1,319,3,0,3,1,0,0
22032,33,4,2,2,12,0,20,1,471,5,0,3,0,0,0
22033,41,9,1,1,0,0,20,1,113,3,0,3,0,0,0
22034,38,4,1,2,1555,0,20,1,66,5,0,3,0,0,0
22035,40,4,1,2,2014,0,20,1,209,5,0,3,0,0,0
22036,33,4,2,2,23,0,20,1,216,3,0,3,0,0,0
22037,45,0,1,1,236,0,20,1,703,2,0,3,0,0,1
22038,34,9,2,2,19,0,20,1,345,3,0,3,0,0,0
22039,43,9,0,2,1088,0,20,1,341,3,0,3,0,0,0
22040,31,9,1,2,79,0,20,1,78,12,0,3,1,0,0
22041,56,1,1,1,385,0,20,1,210,3,0,3,0,0,0
22042,33,4,2,2,215,1,20,1,41,9,0,3,0,0,0
22043,40,4,1,2,324,0,20,1,208,2,0,3,0,0,0
22044,33,9,0,1,558,0,20,1,109,3,0,3,1,0,0
22045,40,9,2,1,34,0,20,1,66,3,0,3,0,0,0
22046,53,4,0,2,913,0,20,1,173,3,0,3,0,0,0
22047,34,4,1,2,651,0,20,1,160,4,0,3,0,0,0
22048,31,8,2,2,744,0,20,1,124,3,0,3,0,0,0
22049,31,9,2,1,36,0,20,1,99,3,0,3,0,0,0
22050,46,1,1,1,123,0,20,1,381,3,0,3,0,0,0
22051,31,9,1,1,-305,0,20,1,83,3,0,3,0,1,0
22052,50,1,1,0,8000,0,20,1,221,10,0,3,1,0,0
22053,59,2,1,2,-23,0,20,1,195,7,0,3,0,1,0
22054,33,4,2,2,20794,0,20,1,226,5,0,3,0,0,0
22055,35,4,1,2,47,0,20,1,44,9,0,3,0,1,0
22056,34,9,2,1,10890,0,20,1,46,14,0,3,0,0,0
22057,49,4,1,1,601,0,20,1,278,6,0,3,0,0,0
22058,55,9,0,1,35,0,20,1,126,4,0,3,1,0,0
22059,57,4,1,2,3250,0,20,1,162,3,0,3,0,0,0
22060,37,4,2,2,0,0,20,1,225,5,0,3,0,0,0
22061,31,4,1,2,1170,0,20,1,200,4,0,3,0,0,0
22062,33,4,1,2,0,0,20,1,85,5,0,3,0,0,0
22063,48,4,1,2,1567,0,20,1,77,3,0,3,1,0,0
22064,46,4,1,2,0,0,20,1,96,3,0,3,0,0,0
22065,51,3,1,0,3486,0,20,1,135,11,0,3,0,0,0
22066,32,9,2,2,35,0,20,1,96,8,0,3,0,0,0
22067,40,9,1,1,-432,0,20,1,1464,3,0,3,1,1,0
22068,54,3,1,3,909,0,20,1,111,3,0,3,0,0,0
22069,38,9,1,1,63,0,20,1,320,4,0,3,0,0,0
22070,30,4,2,2,30,0,21,1,220,5,0,3,0,0,0
22071,43,9,1,1,253,0,21,1,111,5,0,3,0,0,0
22072,42,4,1,2,99,0,21,1,92,4,0,3,0,0,0
22073,59,5,1,0,56,0,21,1,432,5,0,3,0,0,0
22074,41,4,1,2,185,0,21,1,286,12,0,3,0,0,0
22075,47,9,1,1,644,1,21,1,169,13,0,3,0,0,0
22076,54,4,0,2,205,0,21,1,182,6,0,3,0,0,0
22077,52,1,1,0,990,0,21,1,96,2,0,3,0,0,0
22078,34,3,1,1,0,0,21,1,398,2,0,3,0,0,0
22079,34,9,2,1,0,0,21,1,163,2,0,3,0,0,0
22080,40,4,1,2,185,0,21,1,310,2,0,3,0,0,0
22081,47,4,1,2,1224,0,21,1,189,2,0,3,0,0,0
22082,38,9,2,1,0,0,21,1,66,2,0,3,0,0,0
22083,36,9,2,1,310,0,21,1,115,2,0,3,0,0,0
22084,35,4,1,2,109,0,21,1,257,2,0,3,0,1,0
22085,36,4,1,2,35,0,21,1,246,4,0,3,0,0,0
22086,36,4,2,2,1246,0,21,1,63,2,0,3,0,0,0
22087,40,9,2,1,572,0,21,1,971,2,0,3,0,0,0
22088,30,9,2,2,196,0,21,1,210,2,0,3,0,0,0
22089,51,4,1,2,-3,0,21,1,79,2,0,3,0,0,0
22090,38,9,1,1,13,0,21,1,311,2,0,3,0,0,0
22091,40,4,1,2,52527,0,21,1,140,11,0,3,0,0,0
22092,42,9,1,1,5,0,21,1,98,2,0,3,0,0,0
22093,31,4,2,2,0,0,21,1,218,2,0,3,0,0,0
22094,33,9,2,2,213,0,21,1,152,2,0,3,0,0,0
22095,33,4,1,2,0,0,21,1,102,2,0,3,0,0,0
22096,33,9,2,2,1805,0,21,1,211,4,0,3,0,0,0
22097,32,6,1,1,9,0,21,1,331,2,0,3,0,0,0
22098,36,11,1,0,0,0,21,1,238,2,0,3,0,0,0
22099,53,1,1,3,0,0,21,1,150,2,0,3,0,0,0
22100,53,1,1,1,-31,0,21,1,82,8,0,3,0,0,0
22101,58,5,1,0,358,0,21,1,396,2,0,3,0,0,0
22102,30,9,1,2,0,0,21,1,351,6,0,3,0,0,0
22103,33,4,1,2,51,0,21,1,273,2,0,3,1,0,0
22104,31,9,2,2,24,0,21,1,246,2,0,3,0,0,0
22105,45,9,1,2,0,0,21,1,103,2,0,3,0,0,0
22106,39,9,2,2,0,0,21,1,121,2,0,3,0,0,0
22107,41,9,0,1,988,0,21,1,429,2,0,3,0,0,0
22108,44,4,1,1,0,0,21,1,167,2,0,3,0,0,0
22109,48,1,1,0,492,0,21,1,139,2,0,3,0,1,0
22110,46,4,1,2,-337,0,21,1,120,2,0,3,0,1,0
22111,44,4,0,2,243,0,21,1,118,4,0,3,0,0,0
22112,37,4,2,2,102,0,21,1,101,2,0,3,1,0,0
22113,43,9,1,2,1485,0,21,1,180,2,0,3,0,0,0
22114,58,4,1,2,287,0,21,1,676,8,0,3,1,0,0
22115,50,4,0,2,83,0,21,1,40,2,0,3,1,0,0
22116,34,9,2,1,666,0,21,1,1503,2,0,3,0,0,1
22117,42,4,2,2,0,0,21,1,384,5,0,3,0,1,0
22118,33,9,2,1,422,0,21,1,289,2,0,3,0,0,0
22119,35,9,2,2,147,0,21,1,134,2,0,3,0,0,0
22120,30,9,2,1,-123,0,21,1,120,2,0,3,0,1,0
22121,31,9,2,1,388,0,21,1,115,2,0,3,0,0,0
22122,51,1,1,0,0,0,21,1,234,4,0,3,0,0,0
22123,30,9,1,1,9,0,21,1,129,2,0,3,0,0,0
22124,37,9,1,1,28,0,21,1,101,2,0,3,0,0,0
22125,32,9,2,1,0,0,21,1,126,2,0,3,0,0,0
22126,38,9,1,1,1960,0,21,1,161,2,0,3,1,0,0
22127,56,9,1,2,73,0,21,1,644,4,0,3,0,0,1
22128,46,7,1,1,244,0,21,1,139,2,0,3,0,0,0
22129,55,1,1,3,196,0,21,1,168,2,0,3,0,0,0
22130,32,3,2,2,4,0,21,1,776,2,0,3,1,0,0
22131,36,4,1,2,0,0,21,1,173,2,0,3,0,0,0
22132,53,1,1,0,2295,0,21,1,65,10,0,3,0,0,0
22133,52,1,1,0,924,0,21,1,93,4,0,3,0,0,0
22134,50,7,0,1,-210,0,21,1,153,7,0,3,0,1,0
22135,36,9,1,1,1130,0,21,1,223,8,0,3,0,0,0
22136,45,1,1,1,13156,0,21,1,62,4,0,3,0,0,0
22137,33,3,1,0,167,0,21,1,141,2,0,3,0,0,0
22138,34,4,1,2,468,0,21,1,104,2,0,3,0,0,0
22139,47,4,2,2,0,0,21,1,136,2,0,3,0,0,0
22140,30,4,1,2,4948,0,21,1,376,2,0,3,0,0,0
22141,45,1,1,1,430,0,21,1,140,2,0,3,0,1,0
22142,32,9,2,2,0,0,21,1,119,2,0,3,0,0,0
22143,31,9,2,2,-1,0,21,1,117,4,0,3,0,0,0
22144,45,1,1,0,1251,0,21,1,126,4,0,3,0,1,0
22145,44,9,0,1,65,0,21,1,148,4,0,3,0,0,0
22146,39,9,1,1,22,0,21,1,76,2,0,3,0,0,0
22147,55,9,1,2,11,0,21,1,588,2,0,3,0,0,0
22148,34,9,2,2,0,0,21,1,121,2,0,3,0,0,0
22149,33,4,1,2,150,0,21,1,151,2,0,3,0,0,0
22150,57,9,0,2,96,0,21,1,913,4,0,3,0,0,1
22151,38,4,1,2,3995,0,21,1,1111,6,0,3,0,0,0
22152,35,9,1,1,249,0,21,1,205,8,0,3,0,0,0
22153,53,9,1,1,144,0,21,1,282,4,0,3,0,0,0
22154,42,9,2,1,0,0,21,1,656,2,0,3,0,0,0
22155,33,9,1,2,15,0,21,1,97,2,0,3,0,0,0
22156,36,3,1,1,0,0,21,1,76,2,0,3,0,0,0
22157,31,4,2,2,0,0,21,1,243,2,0,3,0,0,0
22158,56,4,1,2,502,0,21,1,321,2,0,3,0,0,0
22159,31,10,2,1,2066,0,21,1,162,2,0,3,0,1,0
22160,34,4,2,2,0,0,21,1,183,2,0,3,0,0,0
22161,41,3,1,0,39,0,21,1,299,4,0,3,0,0,0
22162,34,9,1,1,-255,0,21,1,179,2,0,3,1,0,0
22163,41,9,1,1,1032,0,21,1,64,2,0,3,1,0,0
22164,34,4,1,2,0,0,21,1,124,2,0,3,0,0,0
22165,60,5,1,1,404,0,21,1,335,2,0,3,0,0,0
22166,36,0,2,1,8,0,21,1,115,2,0,3,0,0,0
22167,35,9,2,2,8,0,21,1,169,2,0,3,0,0,0
22168,36,4,1,2,0,0,21,1,90,8,0,3,1,0,0
22169,51,4,1,2,307,0,21,1,244,6,0,3,0,0,0
22170,30,9,2,2,-970,0,21,1,194,2,0,3,0,1,0
22171,57,1,1,1,2887,0,21,1,819,10,0,3,0,0,1
22172,40,9,1,1,1498,0,21,1,139,4,0,3,0,1,0
22173,34,4,2,2,886,0,21,1,104,2,0,3,1,0,0
22174,57,9,2,1,104,0,21,1,297,2,0,3,0,0,0
22175,33,9,0,1,9,0,21,1,91,2,0,3,0,0,0
22176,57,9,1,2,121,0,21,1,135,2,0,3,0,0,0
22177,34,4,0,2,0,0,21,1,123,2,0,3,0,0,0
22178,48,6,1,1,91,0,21,1,136,8,0,3,0,0,0
22179,30,9,2,1,0,0,21,1,166,4,0,3,0,0,0
22180,30,4,1,2,562,0,21,1,137,4,0,3,0,0,0
22181,55,9,1,2,1354,0,21,1,545,4,0,3,0,0,0
22182,52,9,0,1,225,0,21,1,58,2,0,3,0,0,0
22183,30,9,1,2,423,0,21,1,230,2,0,3,1,0,0
22184,32,4,2,2,46,0,21,1,788,6,0,3,0,0,1
22185,33,4,2,2,20,0,21,1,329,2,0,3,0,0,0
22186,39,9,1,1,564,0,21,1,86,4,0,3,0,0,0
22187,50,1,1,0,533,0,21,1,212,4,0,3,0,0,0
22188,47,4,1,2,509,0,21,1,898,4,0,3,0,1,0
22189,32,4,2,2,438,0,21,1,318,5,0,3,0,0,0
22190,54,6,1,1,77,0,21,1,180,4,0,3,0,0,0
22191,31,9,2,2,176,0,21,1,241,4,0,3,0,0,0
22192,55,1,1,0,400,0,21,1,137,4,0,3,0,0,0
22193,48,1,1,1,2008,0,21,1,238,4,0,3,0,0,0
22194,37,4,1,2,727,0,21,1,176,10,0,3,0,0,0
22195,52,0,1,2,17,0,21,1,97,4,0,3,0,0,0
22196,31,9,2,1,506,0,21,1,43,4,0,3,0,0,0
22197,35,4,2,2,75,0,21,1,122,5,0,3,0,0,0
22198,34,9,1,2,5060,0,21,1,12,21,0,3,1,0,0
22199,37,4,1,1,31,0,21,1,119,4,0,3,0,0,0
22200,45,1,1,1,1179,0,21,1,172,6,0,3,0,0,0
22201,31,9,2,2,26,0,21,1,419,4,0,3,0,0,0
22202,33,4,0,2,433,0,21,1,575,4,0,3,0,0,0
22203,31,9,2,2,110,0,21,1,238,4,0,3,0,0,0
22204,48,9,0,1,0,0,21,1,76,4,0,3,0,0,0
22205,57,6,1,1,2109,0,21,1,107,6,0,3,0,0,0
22206,31,9,1,1,28,0,21,1,175,2,0,3,0,0,0
22207,43,9,1,2,226,0,21,1,156,6,0,3,0,0,0
22208,50,4,1,2,0,0,21,1,89,2,0,3,0,0,0
22209,32,4,1,1,134,0,21,1,181,4,0,3,0,0,0
22210,32,9,2,2,0,0,21,1,660,2,0,3,0,0,0
22211,60,1,1,1,0,0,21,1,111,2,0,3,0,0,0
22212,50,7,1,1,1501,0,21,1,946,4,0,3,0,0,1
22213,40,9,1,2,278,0,21,1,55,7,0,3,0,0,0
22214,32,3,1,1,0,0,21,1,435,2,0,3,0,0,0
22215,30,7,2,2,-477,0,21,1,1532,2,0,3,0,1,1
22216,60,7,1,1,1446,0,21,1,283,6,0,3,0,0,0
22217,52,7,1,1,0,0,21,1,202,4,0,3,0,0,0
22218,53,0,1,1,105,0,21,1,74,2,0,3,0,1,0
22219,50,11,1,3,0,0,21,1,120,2,0,3,0,0,0
22220,58,5,1,2,0,0,21,1,138,2,0,3,0,0,0
22221,36,9,2,1,18,0,21,1,67,2,0,3,0,0,0
22222,39,4,1,2,1981,0,21,1,1026,4,0,3,0,0,0
22223,35,9,1,1,905,0,21,1,114,2,0,3,0,1,0
22224,40,4,1,2,700,0,21,1,88,6,0,3,1,0,0
22225,31,9,2,2,424,0,21,1,93,2,0,3,0,0,0
22226,39,4,2,2,86,0,21,1,140,4,0,3,1,0,0
22227,45,4,1,2,-459,0,21,1,508,6,0,3,0,0,0
22228,57,0,1,3,1401,0,21,1,91,22,0,3,0,0,0
22229,30,9,2,2,6619,0,21,1,239,8,0,3,1,0,0
22230,44,4,1,2,7635,0,21,1,719,5,0,3,0,0,0
22231,47,4,2,2,440,0,21,1,71,4,0,3,0,0,0
22232,47,1,1,0,468,0,21,1,381,7,0,3,0,0,0
22233,34,4,2,2,0,0,21,1,191,2,0,3,0,0,0
22234,56,0,1,1,1694,0,21,1,793,10,0,3,0,0,1
22235,31,4,2,2,284,0,21,1,45,4,0,3,0,0,0
22236,37,4,1,2,292,0,21,1,133,2,0,3,0,0,0
22237,45,4,1,2,0,0,21,1,144,2,0,3,0,0,0
22238,34,9,2,1,202,0,21,1,114,2,0,3,1,0,0
22239,37,9,0,1,-18,0,21,1,870,4,0,3,0,0,0
22240,33,4,1,2,137,0,21,1,70,2,0,3,1,1,0
22241,46,4,1,2,549,0,21,1,87,8,0,3,0,0,0
22242,34,4,2,2,0,0,21,1,129,4,0,3,0,0,0
22243,33,9,2,2,8097,0,21,1,500,2,0,3,0,1,0
22244,36,4,1,2,518,0,21,1,48,1,0,3,0,0,0
22245,33,9,0,1,557,0,21,1,362,1,0,3,1,0,0
22246,30,4,1,2,151,0,21,1,121,1,0,3,0,0,0
22247,48,4,1,2,11,0,21,1,102,9,0,3,1,0,0
22248,37,4,1,2,21,0,21,1,50,12,0,3,0,0,0
22249,43,4,1,2,0,0,21,1,127,3,0,3,0,0,0
22250,30,4,2,2,55,0,21,1,132,1,0,3,0,0,0
22251,37,6,1,1,744,0,21,1,161,3,0,3,1,1,0
22252,37,4,1,1,510,0,21,1,154,6,0,3,1,0,0
22253,53,9,2,2,1,0,21,1,190,1,0,3,0,0,0
22254,33,9,1,1,7621,0,21,1,68,1,0,3,0,0,0
22255,55,1,1,1,196,0,21,1,81,1,0,3,0,0,1
22256,42,9,2,1,25,0,21,1,148,1,0,3,1,0,0
22257,34,9,2,1,161,0,21,1,406,1,0,3,0,0,0
22258,49,9,0,1,57,0,21,1,396,3,0,3,0,0,0
22259,34,4,2,2,197,0,21,1,274,4,0,3,0,1,0
22260,49,7,1,1,400,0,21,1,151,3,0,3,0,0,0
22261,52,4,1,2,291,0,21,1,150,3,0,3,0,0,0
22262,57,9,1,2,0,0,21,1,242,5,0,3,0,0,0
22263,57,5,1,0,0,0,21,1,394,3,0,3,0,0,0
22264,51,3,1,2,990,1,21,1,189,5,0,3,0,0,0
22265,33,9,2,2,316,0,21,1,126,3,0,3,0,0,0
22266,33,9,0,1,0,0,21,1,224,8,0,3,0,0,0
22267,32,4,2,2,41,0,21,1,686,5,0,3,0,0,1
22268,35,9,1,1,84,0,21,1,415,3,0,3,1,0,0
22269,31,4,1,2,351,0,21,1,165,3,0,3,0,0,0
22270,35,4,2,2,0,0,21,1,183,8,0,3,0,0,0
22271,32,4,2,2,154,0,21,1,301,3,0,3,0,1,0
22272,37,4,1,1,38,0,21,1,94,13,0,3,0,0,0
22273,55,1,1,1,644,0,21,1,42,3,0,3,0,0,0
22274,39,4,1,2,1363,0,21,1,294,3,0,3,0,0,0
22275,36,6,1,0,161,0,21,1,239,3,0,3,0,0,0
22276,32,9,2,2,178,0,21,1,159,3,0,3,0,0,0
22277,33,4,2,2,206,0,21,1,231,3,0,3,0,0,0
22278,34,6,2,2,462,0,21,1,1877,3,0,3,0,0,1
22279,53,3,1,0,70,0,21,1,77,8,0,3,0,0,0
22280,35,11,1,0,4144,0,21,1,310,3,0,3,0,0,0
22281,59,1,1,0,0,0,21,1,140,5,0,3,1,1,0
22282,30,4,1,2,0,0,21,1,142,2,0,3,0,0,0
22283,47,9,1,1,11,0,21,1,184,3,0,3,0,0,0
22284,31,9,2,1,4,0,21,1,102,3,0,3,0,0,0
22285,31,3,1,0,25,0,21,1,169,5,0,3,0,0,0
22286,32,9,1,1,0,0,21,1,120,3,0,3,0,0,0
22287,34,4,1,1,355,0,21,1,314,3,0,3,0,0,0
22288,47,6,1,1,3279,0,21,1,189,4,0,3,0,0,0
